product_description,product_type,sentiment
The Go Game Launches Do-It-Yourself iPhone Scavenger Hunts {link} (via @mention @mention #LI #FB #SXSW,9,2
"Up next in 5: GoogleTV to iPad Apps: The Connected TV Experience
{link} #SXSW #ConnectedTV",9,2
Hey all you lucky ducks headed to #SXSW want to win an iPad? @mention (client) is giving one away. Details here: {link} #SXSWi,9,2
Z17: Protect the Innocent {link} eN6P2E [codes valid: 8:00-11:59:59p 03/12/11] #infektd #sxsw #zlf,9,2
Help me win an iPad 2 - click like on the following picture from the @mention party @mention {link} - thanks #sxsw,9,2
@mention no need there is an apple popup store walking distance from #sxsw now!,9,2
#Sxsw fashion essential #13:  photo on iPhone with @mention @mention or @mention,9,2
"RT @mention the internet blurs, {link} the iPad fades, {link} ÛÒ @mention at #SXSW",9,2
iPad 2 line stretching around the block #sxsw,9,2
Q: Why do social sites like Delicious often have better results than Google or Bing? #qagb #sxsw,3,1
RT @mention Here it is! Join actsofsharing.com and starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,9,2
RT @mention #Google Circles &amp; crop circles: the anatomy of a #SXSW rumor -{link} by @mention,9,2
RT @mention Just won an iPad 2 at #sxsw thanks to @mention #fxsw,6,3
Tomlinson of TX Observer says Apple subscription data holding is biggest impediment to success. #newsapps #sxsw,2,1
"RT @mention Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",9,2
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention #pcbuzz",9,2
Apparently the #sxsw apple store line is only 15 minutes at the moment.,9,2
RT @mention Google to launch new social network at SXSW? - CNET News {link} #sxsw,5,2
I heart #iPad 2. {link} #SXSW,6,3
Who's killing it at #chevytweethouse ? @mention - the iPad DJ! #sxsw {link},6,3
Mistakes I Made Building Netflix for the iPhone #netflixiphone @mention #sxsw,9,2
they took away the lego pit but replaced it with a recharging station ;) #sxsw and i might check prices for an iphone - crap samsung android,0,1
kinda jealous of the ubiquity of ipad's here...#sxsw,6,3
No biz cards! Bump on iphone or google me RT @mention #SXSW is when I basically become automatic business card dispenser for a week,9,2
RT @mention &quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,3,3
"Tech Check podcast -- #SxSW #Android passes #BlackBerry, a big Twitter #fail! -- {link} by @mention #sxsw #cnn",9,3
#SXSW LOST! IPhone 3GS in black hard case with pink clouds and multicolor thunderbolts. Email deshi80227@mention reward!,9,2
RT @mention At #sxsw? We're giving away an iPad 2 to the creator of the most popular disc during interactive. Create a disc &amp; share on Twitter!,9,2
Google Circles. A new social networking platform. {link} So this is the new Facebook? #SXSW,9,2
"Block party capitalism ballroom f #sxsw
Just went to google thing last session but only because first choice was full",9,2
"Heading to #sxsw? We're hosting an Android dev meetup, 1:30-2:30pm. Details to follow, but let's plan on geeking out.",0,2
South By Southwest: Google Looks to a Mobile Future {link} #sxsw,9,2
Huzzah! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,3
@mention {link} you get the #sxsw app yet? Android version has the schedule.,1,3
"Developers Learn About Mobile Accessibility at #sxsw, Android 3.0 to Include Browser Access #a11y2go {link}",9,2
"RT @mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.",9,2
"{link} ªÈ @mention Longest line at #sxsw? The Apple Store, of course.  {link}",9,2
"hehe apple opens a temporary apple retail store in austin, just for the ipad2 launch for all the #sxsw geeks {link}",9,2
#sxsw RT @mention Just crashed a segway into google #technology,9,2
"Smartphone breakdown at #sxsw (unofficial) - 98.5% iPhones, 1% Android, .03% Blackberry, .02% Symbian / Windows / Other",9,2
sounds like a job for #sxsw Some detail about the new Bomb It iPhone App would love some early ado... {link},7,3
"@mention ummm - are u a dinosaur?   #SXSW question are u a dinosaur, shark, ninja or pirate.   #google party like it's 1986.",9,2
"Nope, @mention Is NOT Launching Its Own Social Network at #SXSW {link}",9,2
Any #SXSW attendees need a QR code reader for their iPhone? Tweet us an image of you with your badge and the first 5 get Optiscan free!,7,3
Need to upgrade to the iPhone 4 asap. This taking pics without a flash blows on the 3GS. #EhTeam #SXSW,9,2
@mention where's the apple #sxsw set-up? Can anyone get in?,9,2
#ipad art show at @mention just in time for #sxsw check it out you interactive fools,6,3
Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention,3,3
"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}",9,3
"RT @mention Panel at #SxSW called What? Those Guys Are Canadian?  Featuring: The CEOs of HootSuite, Kiip and Syncapse. {link}",9,2
"RT @mention It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;",2,3
Expecting to see a flood of shiny new ipad2's today @mention Line at apple store was around the block #sxsw,6,3
RT @mention Might need to go to Apple today.  I think my &quot;S&quot; &quot;X&quot; and &quot;W&quot; keys are worn out. #sxsw,9,2
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",9,2
Thewildernessdowntown.com Best of Show at SXSW. Google's Thomas Gayno:  &quot;it is like a choreography of browser windows&quot; #SXSW,5,3
Very smart move by Apple. A pop-up store during #SXSW (iPad 2's come out at 5pm tomorrow): {link},2,3
RT @mention Google fires a shot at Foursquare with check-in rewards and titles {link} by @mention #SXSW,9,2
"Whoa. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",5,3
Omg the line for the ipad2 at austins apple store is LONG. Alot of #sxsw badges {link},9,2
RT @mention Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.  #sxsw #looseorganizations,5,3
Last minute flight change to #sxsw means I can pick up an iPad 2 before I leave! #fb,6,3
"@mention Thanks! Good tidbit on the I/O conference, too, thanks for sharing that. #sxsw #google",9,2
Scored a #mophie juice pack at the #tradeshow #sxsw. Double your iPhone battery!,9,2
RT @mention Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link},2,3
Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,7,3
This group next to me has 6 ppl @mention the table. Everyone is using thier phone/ipad instead of taking to each other. #SXSW,9,2
RT @mention RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5,9,2
"My row this morning two people hand writing notes, one person on a Blackberry and me on a #pc - proof Apple isn't a monopoly at #sxsw",2,1
Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,9,2
U gotta fight for yr right to party &amp; to privacy ACLU/google #sxsw #partylikeits1986,9,2
Apple is opening up a temp store in Austin for #SXSW {link} via @mention @mention #awesome,9,2
Ha! RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link},9,2
"Welcome to TX. Make friends, spend lotsa money &amp; most importantly, look up from ur iphone occasionally if u expect not 2 get run over #sxsw",9,2
RT @mention : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw anÛ_ (cont) {link},9,2
@sxsw I hope this year's festival isn't as crashy as this year's iPhone app. #sxsw,7,1
"@mention talk about #sxsw and iPad is acceptable. Sun and warmth are not acceptable conversation topics, sorry.",6,3
Google to Launch Major New Social Network Called Circles {link} #sxsw (RT @mention,9,2
"Did some one say free music? Did someone say free @mention music!? Yes, yes they did. {link} #SXSW #FreeMusic",9,2
Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link},9,2
{link} another example of the marketing beast that is #apple at #sxsw,9,2
"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} #privacy ?",9,2
Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw #mobile #mcommerce,9,2
"RT @mention RT @mention Arriving in the US for #sxsw, will be looking for a MicroSIM for data in my iPhone // recommendations @mention",9,2
Where is this #apple truck? I need the #ipad #sxsw,6,3
#SocialNetworks: #Google noch heute mit #Circles? #Facebook-Konkurrent! {link} via @mention und {link} #SXSW,9,0
{link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw,6,3
#Hollrback is being released at #SXSW! iPhone users can grab the app at Hollrback.com @mention,7,3
iPad2 in hand thanks to the Popup Apple Store at #SXSW. First impression: I may have a lemon. Backlight has some bleed thru at the bottom.,6,1
Apple set to open popup shop in core of SXSW action. Leases downtown space during festival {link} #SXSW #Apple #austin,9,2
RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5,9,2
Find out if you are stupid with our Stupid Game for you #iPad currently on special #sxsw sale! {link},9,2
Mr Heavenly (aka the band w/ Michael Cera) ready to rock the Bat Bar at #sxsw. iPhone cameras de rigeur.,8,3
Tx RT @mention {link}  RTÛÏ@mention Google will launch major new social network called Circles. #SXSWÛ,9,2
"#tech #Apple saves #SXSW, set to open pop-up store {link} #technology",9,2
Google Circles will be [a true competitor in the social realm?] [cc: @mention #sxsw,9,2
RT @mention When is someone going to ask why Bing is copying Google's search results? #qagb #SXSW #SEO,9,2
@mention are you really coming to the Team Android Party? #sxsw,9,2
Could a game improve ecodriving habits? RT @mention ÛÏ35 million miles a day are driven while being Google Maps Navigation assisted.&quot;#sxsw,9,2
#sxsw #letshookup @mention &quot;We want to be the Google of nonprofits.&quot;,9,2
@mention I heard you got the first IPad 2 at @mention #10.5hrs? #Austin #sxsw {link},9,3
"I agree, @mention but they're all so great!  &quot;iPhone Apps For Mealtime&quot; {link} (via @mention #bizzy #sxsw",7,3
Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb,8,3
RT @mention now discussing PubSubHubbub: {link} #fsw #sxsw,9,2
Health sessions at #sxsw (via @mention {link},9,2
"RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!",3,3
#MusicMonday have a great time #SXSW I played there with the White Stripes &amp; 60SecondCrush @mention Detroit Showcase in LUCYS! {link},9,2
"#technology #Apple heads to #SXSW, sets up temporary store in Austin: Apple is going to be at SXSW this year,... {link} #tech",9,2
#SXSW #tip10 Make sure to bring your iPhone charger with you. You can recharge while you are at a party. #cnnsxsw {link},9,2
@mention are you around #sxsw? Need a US sim for my iphone 3GS for the next 10. Wanna bring one in? #please,9,2
RT @mention Any iPad djs here? Need one for 3am Tuesday- Douche bags need not apply- #sxsw,9,2
Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},3,3
Lonely Planet's free guide to Austin: {link} iPhone #sxsw,9,2
RT @mention #Apple opening a popup shop in downtown Austin for #SXSW  {link} RT @mention @mention,9,2
iPhone charging party in the hallway. UX and IA professionals unite! #sxsw,8,3
#iPad goes on sale Friday -- same day #SXSW starts. Wonder how many SXSW attendees will spend Friday AM standing in line. #gsdm,6,2
"Good morning everybody
 The #iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable
#apple",6,3
See Vanessa at the Mophie booth 1406 for iPad/iPhone backup battery. Life saver! #SXSW,9,2
Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,9,1
"Audience Q: What prototyping tools do you use? Sketchbooks/sharpie pens, photoshop, Balsamic, Google docs, Axsure, etc. #myprototype #sxsw",9,2
"Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles",3,2
RT @mention @mention announces #windowsphone app today #sxsw {link} #wp7,9,2
"RT @mention Hi! If you accidentally took my iPad from the #techi set #pepsicostage, 
would you please return it to me? #sxsw",9,2
"RT @mention @mention iPad app getting panned for design trumping content, and rightfully so. #SXSW",7,1
My Verizon iPhone is kicking hairy butts at SXSW. How's your AT&amp;T phone doing? :-D #SXSW {link},8,3
@mention link to google story doesn't work. ??  thx! #SXSW,9,2
RT @mention Google launching check in service at #sxsw and providing deals #fmsignal #SXSWi,9,3
#Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail,9,2
Meet The Guy Who Bought The First #iPad 2 At The #SXSW #Apple Pop-UpåÊStore {link} via @mention,9,2
"Bet on a GoogleBuzz-like #fail. People don't care about privacy, else they'd quitted FB/TW already RT @mention Google Circles will be __ #sxsw",9,0
"#technology #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our #Brian_Lam, and the thousands... {link} #tech",2,3
"RT @mention #SXSW Interactive: GoogleÛªs Mobile Future, and the Elusive Û÷Power of Here' | @mention {link}",9,2
